User_name,User_Title,User_Review,User_Helpful,User_Date,User_Location,User_Stars
Jenny,It’s a great book I wish I could use it.,Couldn’t download and it didn’t show up as a purchased item. Customer support didn’t return my messages. Highly frustrated.,,11 de abril de 2019,Estados Unidos,1
Living for Him,You must listen to this!,"He is the best audiobook performer out there, bar none. True Love you! Remarkable! He won a Grammy for this book. Can’t recommend enough. It’s my favorite way to experience the books.",,20 de diciembre de 2020,Estados Unidos,5
BloodyBoring,Woo-Hoo!,"It's Harry Potter in the car and through Alexa, what else can I say?",,19 de mayo de 2020,Estados Unidos,5
IsraelIsrael,"Very Veryah Goode Veryah, Veryah Funiyahhh. Veee Vee Ve Veryah.","Very Veryah Goode Veryah, Veryah Funiyahhh. Veee Vee Ve Veryah.",,6 de abril de 2019,Estados Unidos,5
Bobby humphrey,Can’t go wrong,Favorite book,,27 de enero de 2020,Estados Unidos,5
Aileen M. Lawrimore,wonderful,so easy to listen to and very enjoyable,,21 de octubre de 2019,Estados Unidos,5
AlanH,Horrible,Just horrible. Find something better written be someone better.,,28 de diciembre de 2021,Estados Unidos,1
James S,hate voice luv book,i hate this book. no efforts that is real was put in this audible book i hate it but i love that book plese sue this guy,,7 de febrero de 2021,Estados Unidos,1
Steel,Gold,What is there to not like?,,29 de junio de 2019,Estados Unidos,5
HappyPsalm,"Yes, Definitely!",Wonderful!!! We are greatly enjoying this audible selection as we drive as a family!,,26 de agosto de 2018,Estados Unidos,5
BEL,What a book!,So much fun! Made our commute with two kids each day so enjoyable!,,24 de noviembre de 2018,Estados Unidos,5
Olga,Harry Potter,Wonderful voice actor. Enjoyable to listen to.,,11 de febrero de 2019,Estados Unidos,5
Heidi Leibold,This book makes me so happy!,LOVE these books and am so happy that I can listen to it on my commute or down time.,,30 de junio de 2020,Estados Unidos,5
K. D. Wagner,Satisfying to the imagination in a world so devoid of new and fanciful one often feels starved.,"I had forgotten how delightful the book was, so deliciously rich in detail of the characters and their world. Take your time, savor each morsel of decadent pleasure.",,31 de octubre de 2020,Estados Unidos,5
Amazon Customer,Perfect audio book for a long ride with the kids.,"Absolutely a wonderful book as everyone in the world probably already knows. But hey, it's summer and when it comes to a family vacation, what better choice than taking Harry Potter along. If you've only experienced The Sorcerer's Stone in print or ebook, do yourself a favor, revisit J.K. Rowling in this Audible selection.",,8 de junio de 2018,Estados Unidos,5
Matthew,"of all the HP books,","of all the HP books, this one is the slowest and it takes the Voice Actor a while to hit his stride",,18 de mayo de 2018,Estados Unidos,4
Alli C,O,Pleased with this item,,27 de mayo de 2019,Estados Unidos,5
GARY,LISTEN TO THE ENTIRE SERIES YOU MUGGLES!,"HOW CAN YOU GO WRONG WITH HARRY POTTER?
LISTEN TO THE SERIES AND ENJOY LIFE!",,21 de junio de 2018,Estados Unidos,5
Dawn Brown,Good value,Loved listening to this.,,17 de mayo de 2019,Estados Unidos,5
Dale,Great story,Love the story,,2 de octubre de 2019,Estados Unidos,5
Silvia,five stars,I started reading harry potter a week ago and I am on book 4.If you are a 11 like me and like mystery and witchcraft this is the book for you(recomend the audible version),,29 de mayo de 2020,Estados Unidos,5
Sheridan Stall,PERFECT,"AMAZING, LOVE THE NARRATOR",,8 de noviembre de 2019,Estados Unidos,5
Melissa K,Easy listening,My boys and I love listening to the Harry Potter books. Jim Dale does a good job reading them. He has a voice that is easy to listen to and he changes his voice for each character.,,8 de diciembre de 2018,Estados Unidos,5
Emma Gabbert,wonderful!,love the voice!,,5 de enero de 2020,Estados Unidos,5
Erin,STEREOTYPES,The book in general is terrible. It focuses on stereotypes and sorts people by stem types. The Slytherins are always the bad guys and Gryffindor is always the “hero.”,,20 de junio de 2019,Estados Unidos,1
Ann,Harry Harry Harry,Love me some Harry Potter and being able to listen while I still get stuff done is great.,,13 de abril de 2018,Estados Unidos,5
Smawkward,Won’t regret downloading!,"Narrator does a fantastic job! Wanted to re-read the books, but just don’t have time with my work commute! So glad I downloaded!",,6 de enero de 2019,Estados Unidos,5
rui valverde,Price,Good,,8 de julio de 2019,Estados Unidos,5
AMBER,books > movies,"It is a new classic! An icon of my generation. The work is well written, with amazing details. The movies are nothing in comparison to the actual book.",,23 de junio de 2020,Estados Unidos,5
Andie,Super happy,Love it!,,14 de noviembre de 2020,Estados Unidos,5
Linda,have not been able to play the book yet,unable to open and play the book don't know what's wrong. but that is why I Haven't gotten more,,3 de mayo de 2021,Estados Unidos,1
Andrea Reed,Great read,Loved hearing this book:) the reader was great and put so much enthusiasm in reading it that I didn't want to stop listening:),,8 de abril de 2021,Estados Unidos,5
Kathleen Anderson,👍,👍,,28 de abril de 2019,Estados Unidos,5
Vicky Glover,A,A,,30 de diciembre de 2019,Estados Unidos,5
Samantha,"Loved it as a kid, but…",Joanne Rowling is transphobic and it’s such a bummer.,,4 de septiembre de 2021,Estados Unidos,1
Ronald D. Whitmont,Still a Great Read (or listen),"Timeless, witty, enormously entertaining, even on the 3rd re-read, many years later!",,2 de agosto de 2019,Estados Unidos,5
Aishah,Great Book love it!,I love Harry Potter all of the books are great!,,18 de abril de 2020,Estados Unidos,5
sam douglas,Narrator was amazing and really stepped into the character roles.,"I loved this book! Harry Potter is great anyway, but this narrator really brought the book to life. He stepped into the character roles and had different voices for each character. I felt like I could close my eyes and see and hear exactly what the book was describing. 100% recommend!",,21 de marzo de 2019,Estados Unidos,5
michael burnett,Feed your imagination through listening.,"What else can be said about this book that hundreds of thousands of people haven’t said before, world wide. This is an exciting adventure which the words fill the readers’ imagination from beginning to end.",,30 de marzo de 2019,Estados Unidos,5
aval,Narrator is Great!,I love the narrator. He does voices for all the characters and really helps me get into the story.,,5 de junio de 2018,Estados Unidos,5
Hturnmire,Loved,Listened on a road trip,,27 de noviembre de 2018,Estados Unidos,5
shar,Love it,Amazing narration,,4 de mayo de 2019,Estados Unidos,5
Kathy,Great series,Love the series,,29 de diciembre de 2018,Estados Unidos,5
Sarah Hunter,Love this book,Love this book! The narrator does a fabulous job reading the story! I listen to this anytime I am in the car or as I go to sleep.,,21 de septiembre de 2017,Estados Unidos,5
James R Derr,Great book,Great book,,11 de agosto de 2020,Estados Unidos,5
Vick,Love it,Love it. I listened to this while driving.,,16 de octubre de 2019,Estados Unidos,5
Timeladyjojo,Love these Harry Potter audio books!,Love these audio books! Jim Dale is awesome with his different voices for the different characters,,27 de octubre de 2018,Estados Unidos,5
Kimberly Kidman,Great book!,Excellent!,,26 de enero de 2020,Estados Unidos,5
Amazon Customer,"Story is fabulous, Narrator is only so so.","I love the Harry Potter Series as a whole I really do. The reason I gave this a 3 star is that Audible didn't use Stephen Fry as the Narrator. I currently have this series in audio book from years ago. And have been waiting for years for Audible to make it available as well, and was so excited that they finally did until I saw and heard that they went with a different narrator. Yes this guy is British, but his story telling is a bit rushed and he just doesn't tell the story as well as Stephen Fry does. So because of this I will be sticking with the copy I have instead of switching to this version.",,29 de diciembre de 2015,Estados Unidos,3
Kait,Amazing,It’s Harry Potter. How can it not be good,,25 de julio de 2020,Estados Unidos,5
Marty Olson,Excellent,Well read,,2 de septiembre de 2020,Estados Unidos,5
Amanda H,Easy listening,Love the book!,,16 de noviembre de 2018,Estados Unidos,5
Mackenzie Holloway,Harry Potter!,Just what I wanted,,25 de julio de 2019,Estados Unidos,5
Josh A. Hinkle,Great Audible,"Some of.the accents are interesting, but overall a very good read.",,9 de agosto de 2019,Estados Unidos,5
Suze,road,good listening,,3 de noviembre de 2018,Estados Unidos,5
Xander,Yes,"Only got for nostalgic purposes.
Always worth it. 10/10",,8 de julio de 2019,Estados Unidos,5
Kristin,Amazing,My favorite book of the series,,15 de agosto de 2018,Estados Unidos,5
Happy Reading & Watching,Love harry potter!!!,Live love this book and the audio is amazing!,,11 de noviembre de 2018,Estados Unidos,5
Seongwon Lee,bleh! horrible!,"before i read it, i thought it would be fun. but after reading it, it turns out it was worse than i thought. i think its because im not really a fantasy kinda guy.",,19 de agosto de 2019,Estados Unidos,1
Nick Z,Harry Potter,Amazing book with a great narrator.,,28 de junio de 2018,Estados Unidos,5
Corey Gerberdolan,Good voice,Easy to drive too.,,25 de diciembre de 2019,Estados Unidos,5
Morgan Brannon,if you don't like Harry Potter theres something wrong with you,"obviously love harry potter, obviously love this book, even better when I can multitask and still listen",,5 de junio de 2019,Estados Unidos,5
Garry Maurath,great voices,"I really enjoyed listening, the reader was very experienced and did a wonderful job bringing the book to life. The only Problem I experienced was some difficulty getting the book to download to the device of my choice.",,25 de enero de 2019,Estados Unidos,5
Amazon Customer,Great!!,Love. Harry Potter read by Jim Dale!!,,22 de junio de 2021,Estados Unidos,5
Porter Lunak,Love the book,Love the book,,28 de octubre de 2018,Estados Unidos,5
brittany mills,Really enjoyed,"Loved this book and i really enjoyed getting to listening to
It in the car",,30 de septiembre de 2018,Estados Unidos,5
midorino,Good voice actor,Perfect for the car rides,,1 de julio de 2018,Estados Unidos,5
Mullet the fisherman,great,great,,3 de octubre de 2018,Estados Unidos,4
Maria David,Great deal,I got this book for free as a credit for being a Prime member. It's another great way to enjoy the Harry Potter series. The narrator did a marvelous job!,,27 de octubre de 2018,Estados Unidos,5
Teodor Georgiev,Good narration,"Good, whimsical narration. Easy to follow with the story. Will remind you what it was like being 11 or whenever you read these books.",,21 de septiembre de 2018,Estados Unidos,5
Becky Gombert,Loved the suspense!,"So creative, there was always something new around the next corner! Cant wait to finish Book2!",,30 de julio de 2020,Estados Unidos,5
EC Erhardt,Didn’t know Harry Potter could be so good!,The narration on this version makes the biok super enjoyable.,,26 de febrero de 2019,Estados Unidos,5
DJ Droll,this is a book,i ordered the movie an when i was watching with my kids voldamort cut of harrys testicles was amazing but my kids cut theirs thinking the would go to Hogwarts,,25 de febrero de 2020,Estados Unidos,5
donald murphy jr,just love it,so very cool,,29 de agosto de 2018,Estados Unidos,5
TheKristii,JK Rowling + Jim Dale = REAL MAGIC,JK Rowling + Jim Dale = REAL MAGIC,,30 de enero de 2019,Estados Unidos,5
Amazon Customer,This is an amazing series and I had waited years to listen to ...,This is an amazing series and I had waited years to listen to them in the audio book format. I was so disappointed that I returned this and the others: Jim Dale's voice is unbearable. Maybe I'm just particular but people with a lot of saliva and who make a lot of extraneous sound with their mouth while they speak I find gratinfly irritating. Made it more than half way through before I gave up. Absolutely awful.,,8 de marzo de 2017,Estados Unidos,1
olivia dowd,Love it,Love it,,12 de enero de 2019,Estados Unidos,5
robert m jedding,Good book,Good book,,25 de agosto de 2019,Estados Unidos,5
Melissa C Colgrove,Great narrator,"Great listen, love narrator",,22 de noviembre de 2018,Estados Unidos,5
Ashta,Love,Love,,4 de noviembre de 2019,Estados Unidos,5
Freda Hammond,Good,Very good quality,,17 de octubre de 2020,Estados Unidos,5
Lindsay R.,Can't wait until my kids are old enough to read it,classic book,,4 de junio de 2018,Estados Unidos,5
jennifer hornyak,Very well read and a great story,The person that read the book did a good job. I liked that he used different voices for the different characters in the book.,,16 de enero de 2020,Estados Unidos,5
whitney davidson,Five Stars,love this book,,15 de mayo de 2018,Estados Unidos,5
Are you a Wizard!,Kids will love listening to these stories.,"I love these stories, Jim Dale does a fantastic job reading them he does a voice for each character so you feel like you are literally in the world of Harry Potter. You will want to listen to them over and over again.👍👍",,26 de marzo de 2019,Estados Unidos,5
Matthew Halkos,Shortest book,"The series is amazing! But even as an audiobook, this novel goes quick. Make sure you have book 2 maybe even 3 ready to go as you will finish soon.",,7 de agosto de 2018,Estados Unidos,5
JustinS,The absolute best!!,The narrator in these novels is awesome! Perfect for this series.,,15 de mayo de 2019,Estados Unidos,5
Rachel,Great narrator!,The narrator was amazing with his voices which kept the book very engaging.,,30 de septiembre de 2021,Estados Unidos,5
MLL,Wonderful British narrator,Love hearing Jim Dale bring this book to life...wonderful!!!,,5 de septiembre de 2018,Estados Unidos,5
Simon Magus,The reader is amazing!,So much fun and great for trips!,,20 de enero de 2019,Estados Unidos,5
Henry Harsel,amazing,LOVE everything about being read this and his voices for characters. great,,3 de diciembre de 2020,Estados Unidos,5
Amazon Customer,Good book,Love it but it’s so long,,13 de mayo de 2020,Estados Unidos,5
Jose Collazo,Five Stars,good,,12 de junio de 2018,Estados Unidos,5
Samantha Finkbonner,Love it.,You can never go wrong with Harry Potter!,,4 de febrero de 2019,Estados Unidos,5
Lisa,Narrator voice did not put me to sleep he actually kept me engaged with the story,Followed the book perfectly.,,12 de enero de 2020,Estados Unidos,5
Kindle Customer,audible is great,it is audible and Harry with good narration.,,26 de marzo de 2018,Estados Unidos,5
Potter Fan,"Engaging story, work of a genius and great for all ages!",Whenever my children ages 10 and 7 and I go on car rides we listen to this wonderful story. The great think about it is you can listen to it over and over and it is constantly revealing things I never noticed before.,,21 de agosto de 2018,Estados Unidos,5
robert e kyle,Five Stars,A+,,17 de mayo de 2018,Estados Unidos,5
Lindsey,He loves it,my son absolutely loved listened to it nonstop and is now begging for the next one,,12 de marzo de 2022,Estados Unidos,5
Ashley,Good listening,I love the narrator for this series,,12 de enero de 2020,Estados Unidos,5
jessika,Amazing book,Amazing,,30 de junio de 2020,Estados Unidos,5
Stephanie,No brainer,"I mean, it is Harry Potter.",,22 de enero de 2019,Estados Unidos,5
AM,Great listen for a long car ride.,Easy to download on Audible app. Listened to the book on a long car ride.,,15 de septiembre de 2018,Estados Unidos,5
Lisa Cheney Williams,Very good book and reader!,"I love that the reader had a change to the tone expressing excitement, etc. I listened to it on a long drive. It was far less boring because of the audiobook!",,6 de septiembre de 2018,Estados Unidos,5
Sherri Gotori,Love Harry Potter Audiobook,I love everything about this. I drive a long distance to and from work. Listening to these stories makes the drive bearable. And Jim Dale is an excellent narrator!,,12 de julio de 2019,Estados Unidos,5
Isaiah Kennard,Absolutely Magical and Breathtaking,Absolutely Magical and Breathtaking,,26 de febrero de 2022,Estados Unidos,5
Cherish,Jim Dale is the best.,I listen to this series on repeat. Jim Dale is amazing.,,22 de septiembre de 2019,Estados Unidos,5
Amazon Customer,"movie did book justice, but I'm glad I heard entire story.",Narrator was excellent and kept my attention throughout entire book.,,11 de agosto de 2020,Estados Unidos,5
Portia Lassiter,Love it,I love listening to Tim Curry read. He has a great accent.,,30 de diciembre de 2020,Estados Unidos,5
michael arellano,Awesome,Love the book .... now I love the audiobook,,12 de septiembre de 2020,Estados Unidos,5
roberta herzog,Takes me back to the movie,Loved the audio book just like the hardcovers.,,21 de febrero de 2019,Estados Unidos,5
Gettysburg Shopper,Excellent narration of a fun read.,Excellent narration/presentation by Jim Dale. The audiobook adds an extra dimension to a well-loved book. Wonderful addition to my Harry Potter book collection.,,5 de abril de 2018,Estados Unidos,5
Dulce Rendon,Love love love Harry Potter!,I can't wait to hear the rest of the Harry Potter books! I love the movies! Love the books even more!!,,13 de mayo de 2019,Estados Unidos,5
Carla,Five Stars,The BEST way to pass time in a long road trip with kids...Harry Potter read by Jim Dale....phenomenal,,17 de junio de 2018,Estados Unidos,5
Amazon Customer,Amazon for the win,Exactly as described,,22 de diciembre de 2019,Estados Unidos,5
Sam widmaier,I LOVE THIS BOOK!!!!!!,Ilove this book these are the best books I have ever read! If you have never read these books you should read them!!!!!!!!! J.K. Rowling is a very talented person.,,5 de marzo de 2020,Estados Unidos,5
Amanda Davis,"Jim Dale is a fantastic reader, and I absolutely love the convenience​ of ...","Jim Dale is a fantastic reader, and I absolutely love the convenience​ of being able to listen to this story on the go. Love it!",,4 de enero de 2016,Estados Unidos,5
lisa,Acessibilty,Ease,,27 de marzo de 2020,Estados Unidos,5
Bird_Bear,Great narrator!,Great narrator. My kids and I loved listening to it. Didn’t sound monotone or robotic.,,13 de enero de 2020,Estados Unidos,5
Wowitworks,Great edition,Great reading,,11 de agosto de 2018,Estados Unidos,5
Fiacre Marco,Nice for reading when traveling.,It's a nice book and it's easy to read.,,13 de diciembre de 2020,Estados Unidos,4
Tara,Harry Potter - One of the best stories of all time!!!,I love everything about Harry Potter (Books 1-7)and I wanted to listen to all of the books again!,,4 de mayo de 2019,Estados Unidos,5
Kimberly Hickman,LOVE,This is the beginning of the best series ever!!,,10 de octubre de 2019,Estados Unidos,5
Amazon Customer,Love,"Perfect love the voices, isn't dry to listen to",,3 de mayo de 2019,Estados Unidos,5
Nancy,Great,Loved it,,15 de noviembre de 2018,Estados Unidos,5
M.Baum,Review,Everything was good fast steady,,25 de agosto de 2019,Estados Unidos,5
deborah k arnot,Fun,"Enjoyed listening to it to and from work, also while cleaning.",,30 de agosto de 2018,Estados Unidos,5
Danielle,Five Stars,I wish Jim Dale could narrate my life.,,26 de septiembre de 2018,Estados Unidos,5
Loruloves,"Audio book, ready to listen.",Love it!,,1 de diciembre de 2020,Estados Unidos,5
AW,Love this book!,We’ve listened to this more than once on a long road trip. Excellent book!,,28 de octubre de 2018,Estados Unidos,5
Frank R. Shelden,Amazing series,MAGIC.... enough said,,19 de diciembre de 2021,Estados Unidos,5
Kevin,Awesome Book I've Read !,Overall excellent work. Loved the book so much!,,13 de agosto de 2019,Estados Unidos,5
Carie,Well done,It was very well read. He did amazingly with the voice variations.,,26 de octubre de 2019,Estados Unidos,5
JcG,"Forget the movie, hear the book!",What a great book. Loved listening to an English accent telling it. Great substitute to radio at work!,,12 de septiembre de 2019,Estados Unidos,5
Louisa Bautista,Very interesting,I love reading this book.,,18 de mayo de 2020,Estados Unidos,5
Alyssa Ryan,Five Stars,loved it,,19 de junio de 2018,Estados Unidos,5
little-debbie,Great Audio book,Great Audio book well performed.,,6 de noviembre de 2016,Estados Unidos,5
tabitha french,Wonderful,"Love this narrator, so enchanting.",,17 de abril de 2019,Estados Unidos,5
101st AIRBORNE (NAM 1966-68),Five Stars,Its Harry Potter.,,19 de abril de 2018,Estados Unidos,5
Matt,Jim Dale does the best reading,"Great audiobook, amazing reader",,25 de junio de 2018,Estados Unidos,5
Chris Bishop,Addictive,"My first audiobook through Audible. I wanted something fun. This hit the spot. Now, I’m hooked and have to listen to the whole series.",,13 de marzo de 2019,Estados Unidos,5
Jayme L Brown,This audiobook is great!,Great!!!!,,29 de junio de 2020,Estados Unidos,5
Michele B,Love it! I can listen to it back to back and it never gets old.,It's magical to revisit the world of Harry Potter with Jim Dale.,,16 de junio de 2019,Estados Unidos,5
Debby Warren,Harry Potter,I liked the book very much.,,12 de noviembre de 2019,Estados Unidos,4
Claire Allison,WICKED,It’s Harry Potter so obviously it was awesome ⚡️ I loved the narrations. He does lots of voices and doesn’t speak too slow or too fast. It made my 12-hour drive fly by *insert obvious broomstick joke here*!,,13 de agosto de 2018,Estados Unidos,5
elaine harklau,I am not able to run it on my kindle,This is very disappointing since I am not able to use it on my Kindle.,,17 de abril de 2019,Estados Unidos,1
Cory Semonsen,Five Stars,Listening to this in the car with my daughter. No more asking to watch shows on the iPad!,,4 de mayo de 2018,Estados Unidos,5
Kim,Loved this audiobook,Great audiobook.,,5 de abril de 2019,Estados Unidos,5
Chris Soukup,no,i want book,,10 de agosto de 2018,Estados Unidos,5
C MCDERMOTT,Great listen,Jim Dale is a great narrator for the Harry Potter series.,,19 de noviembre de 2019,Estados Unidos,5
MOHD,Great,Great,,9 de diciembre de 2019,Estados Unidos,5
Grace Thomson,Always amazing. Every time you listen.,Having read this as a child it is still an amazing book that I love to go back to just to remember what it was like.,,18 de noviembre de 2018,Estados Unidos,5
Amazon Customer,Five Stars,I just love harry potter so I assume the books are great ;),,17 de marzo de 2018,Estados Unidos,5
Cynthia A. Teel,Great book,Enjoyed listening to the book.,,17 de julio de 2019,Estados Unidos,5
Marinda,Love this book,Love!,,26 de agosto de 2018,Estados Unidos,5
Kristen K.,As fun to listen to as read and watch!,Harry will always be my favorite wizard!,,8 de agosto de 2019,Estados Unidos,5
GoofyBicycle23,Running Imagination!,Absolutely love this book! I will buy all of them!,,2 de noviembre de 2018,Estados Unidos,5
Zgray0905,Good,Great listen,,28 de agosto de 2019,Estados Unidos,5
Mary Elizabeth Griffin,Great to revisit as an adult,I loved this audiobook. I listened to it before bed every night and it was wonderful.,,21 de agosto de 2018,Estados Unidos,5
Hannah,Great,10/10 would recommend,,18 de diciembre de 2019,Estados Unidos,5
Lauren,!!!!,Loved it,,1 de febrero de 2019,Estados Unidos,5
nathan,Great book,Big fan of the movies and books so it’s just great to listen to them as I work,,13 de marzo de 2019,Estados Unidos,5
MJ Kinsler,Awesome,Wonderful!,,27 de diciembre de 2019,Estados Unidos,5
Ross,Jim Dale has a gift for telling a story,Loved the audiobook! I listened to it on a road trip with my daughter. We have a new tradition! Book 2 already purchased for the next trip.,,2 de septiembre de 2018,Estados Unidos,5
Kindle Customer,😊,The book keeps you interested the whole time.,,12 de agosto de 2019,Estados Unidos,5
Adelyn Jones,A great escape!,One of the most entertaining books I’ve ever read.,,8 de diciembre de 2018,Estados Unidos,5
Amanda S.,Like it very much,Love reading the book but it was nice to have it read to me with the narrators different voices,,20 de septiembre de 2018,Estados Unidos,5
Johan Prada,Great Interpretation,I loved the way its read to you. It really makes it live and imaginative,,9 de febrero de 2019,Estados Unidos,5
PlasmaLV,Great to listen to... my second time through it,"I have seen the movies, I have read the books... but listening to Harry Potter on Audible is my favorite potter time!",,4 de junio de 2018,Estados Unidos,5
VortexDragonfly,Great first book,Great introductory read to the series.,,16 de octubre de 2018,Estados Unidos,4
Catherine,One Star,Seem to get only a few minutes of the audio book,,19 de abril de 2018,Estados Unidos,1
Amazon Customer,Excellent,Excellent narration,,11 de julio de 2018,Estados Unidos,5
Tribhawan S.G.,Great Easy book to listen to,It’s a book on tape and easy to understand,,29 de octubre de 2018,Estados Unidos,5
Benjamin Ferrante,Five Stars,I really enjoyed this audio book.,,9 de febrero de 2016,Estados Unidos,5
Misty Nicole Kerby,Best reader!,We enjoyed listening to the reader. Best we have heard so far.,,8 de abril de 2018,Estados Unidos,5
Kelly Sheridan,Great storytelling,I love the enthusiasm of the reader!! It really brought life to the story.,,15 de enero de 2020,Estados Unidos,5
Faith Bryan,Love,I’ve always loved this book. Jim Dale does a great job narrating.,,22 de septiembre de 2018,Estados Unidos,5
Amber Jackson,Captivating story,Awesome audiobook while traveling across the country with a car full!!,,18 de junio de 2018,Estados Unidos,5
Isabelle Snortheim,Five Stars,Good book!!,,13 de julio de 2018,Estados Unidos,5
Elaine Barrie,How do u download and audio book,I can't figure out how to download the audible version of the book. I have the app already.,,25 de julio de 2017,Estados Unidos,1
TGarcia,Awesome story of magic!,"The narrator, Jim Dale does a wonderful job telling this story.",,13 de septiembre de 2018,Estados Unidos,5
Anna M Barbay,I love Harry Potter he is my favorite person and he ...,I love Harry Potter he is my favorite person and he is a very good actor and I love the books,,1 de mayo de 2018,Estados Unidos,5
Amazon Customer,Best book ever.,Great book one of my favorite books.,,7 de septiembre de 2018,Estados Unidos,5
Callie Walker,Great book!,My son is enjoying!,,25 de enero de 2019,Estados Unidos,5
mary,Great,Just got what we wanted!,,1 de enero de 2019,Estados Unidos,5
Samantha,Great story!,Love this book!!!!,,3 de enero de 2019,Estados Unidos,5
samuel bates,Great narrator!,Loved it!,,8 de enero de 2019,Estados Unidos,5
Lisa Adame,Five Stars,Very well read!! Even comes with the book to follow along,,17 de mayo de 2018,Estados Unidos,5
Debora,Five Stars,This is a fun Audible book and such a must-have for book reading enthusiasts.,,27 de octubre de 2017,Estados Unidos,5
Toni Festerman,Good read,Great book,,5 de agosto de 2018,Estados Unidos,5
Amazon Customer,Great,Great narration,,5 de octubre de 2018,Estados Unidos,5
Milo,Narrator,The narrator is incredible!,,21 de agosto de 2018,Estados Unidos,5
Rob C.,Tragic twist,Really sad that Harry dies.,,26 de mayo de 2018,Estados Unidos,5
Keianna W.,Harry Potter books are one of my favorite,It’s very good!!,,29 de junio de 2018,Estados Unidos,5
Amazon Customer,Five Stars,"A classic for sure, absolutely adore it!",,8 de diciembre de 2017,Estados Unidos,5
Tiffany,Five Stars,Excellent,,1 de agosto de 2017,Estados Unidos,5
Kaylene Peacock,Cool,Very well read,,7 de julio de 2018,Estados Unidos,5
e susan galvin,Five Stars,Good book,,31 de mayo de 2016,Estados Unidos,5
Not a douche,Five Stars,It’s just that good.,,4 de diciembre de 2017,Estados Unidos,5
Allison,$24. 99 are you kidding me! I already ...,$24.99 are you kidding me! I already spent a ton getting the books on my kindle.,,25 de noviembre de 2015,Estados Unidos,1
Heather PBJ,Gryffinder and Voldemore? What's up with all the mispronounced words?,"LOVE the Harry Potter books, but Jim Dales does NOT do them justice. His narration of the non-dialogue parts is quite good, but his character voices are not. And the fact that he mispronounces MANY of the words - it's gryffinDOR and VoldemorT - annoys me to no end. I wish Audible offered the Stephen Fry version.",,9 de octubre de 2021,Estados Unidos,3
Mark Rath,Really enjoyable and engaging,The narrator does an absolutely amazing job voicing for the plethora of characters. Very enjoyable to listen to. I have really enjoyed listening to this on car trips.,,16 de septiembre de 2021,Estados Unidos,5
Stephen Maloney,awome!,"I did't think Harry Potter would be so good at first. I had a friend that loved it so I thout I should give it a try. I like the
.part where he first meets Ron. I think it was cool how Harry lerned all of thoes spells.",,9 de septiembre de 2020,Estados Unidos,5
Raelyn Gable,Love this book,Love that I can have this read to me while I’m driving! Love all things HP!,,7 de agosto de 2019,Estados Unidos,5
Dear There,My Using experience on this earphones,My Using experience on this earphonesMy Using experience on this earphonesMy Using experience on this earphones,,8 de mayo de 2020,Estados Unidos,5
Dear There,,,,,,5
Maribel,Love,Love it,,12 de septiembre de 2020,Estados Unidos,5
Steve,Fantastic!,"Great to listen to while I am on my treadmill. I forget that I am on it. I can see why kids can't wait to see what happens next. It draws you in. This book alone, might convince me to sign up for Audible.",,26 de agosto de 2020,Estados Unidos,5
Jasmine,It's good,"I loved it, no dislikes",,5 de noviembre de 2020,Estados Unidos,5
Terri A. Griffin,Must Read Series,"Even if you've seen the movies, these books are great to read or listen to. I purchased the audiobook and it didn't disappoint.",,1 de noviembre de 2020,Estados Unidos,5
Wee Shubba @ Wee Shubba's World.,Stephen Fry is just pure genius,"**Originally posted on ""Wee Shubba's World""*
If you haven't heard of Harry Potter then seriously? Where have you been?? Harry Potter has been a massive part of my life since I was a kid. I grew up on these books and the movies. By the time the last book came out I had a kid of my own. Who is now obsessed with Harry Potter himself.
I received the audio book for review a while ago. And I kept putting off listening to it because I struggle at times with audiobooks. However, after being pestered by my 9 year old to listen to it after he was looking through my phone. I decided we would listen to it together. And I regret leaving it so long. The audiobook was quite simply magical.
You all know the story of Harry Potter. The boy wizard. Sent to live with his aunt and uncle. Grew up not knowing who he really was. Then off to Hogwarts where he befriends Ron and Hermonie. And the trio go on magical adventures that could ""get them killed. Or worse Expelled"" (lol. I couldn't resist, and don't lie you totally said that in Hermonies voice)
Harry Potter and the Philosophers stones is where is all starts. You are drawn into this book from the page. I have reread my copy so many times that its falling apart. So by having Stephen Fry as the narrator just makes this perfect. His voice just works perfectly with the story. And he gets right into character. Some audiobook narrators just come across as dull, flat like a robot. Stephen Fry just make this book stand out even more than it already does.
My 9 year old fell in love with the audiobook. He was only a baby when I read him the book so he didn't remember it. So it seeing his reaction to was magical in itself and made me so happy that he was enjoying it. Seeing the pure joy in his face actually made me jealous because you only get to experience that feeling with the a new book once. And I don't think he would have experienced that pure joy reading the book alone. It was all in the story telling of the pure genius that is, Stephen Fry.
I highly recommend the audio book to everyone. Whether you have read the books or not. However, it needs to be the Stephen Fry editions. He just makes them all the more enjoyable and easier to listen to.",,4 de julio de 2016,el Reino Unido,5
